class,support,precision,recall,f1,small_N_flag
NEV,84,0.75,0.7142857142857143,0.7317073170731707,False
SK,82,0.7073170731707317,0.7073170731707317,0.7073170731707317,False
BCC,30,0.4594594594594595,0.5666666666666667,0.5074626865671642,False
AK,10,0.25,0.2,0.2222222222222222,False
ATY,8,0.2,0.125,0.15384615384615385,False
MEL,8,0.18181818181818182,0.25,0.21052631578947367,True
SCC,4,0.0,0.0,0.0,True
ANG,3,0.0,0.0,0.0,True
DF,2,0.0,0.0,0.0,True
